pair,query_id,query_text,bm25_added_count,bm25_total,vector_total,top10_changed,bm25_added_in_top10,bm25_sample
4:gemma4_default_parser_bm25_on_run04.json,q4,由於自己的胃口比較獨特的原因，喜歡男主被拋置於各種不利的情節或者感情中，也是因為這樣，喜歡看那些讓人看完后心緒難以平靜的小說，就我看過的來說，無職，re0，妹妹人生，異世界迷宮最深等，在某種程度上來說都有慘烈的一部分（感情上或者情節上都是），也沒有一定要轉生異世界，現實日常要是能描繪出這些來也很好了。 尤其那種男主能不斷被放置在痛苦或者恐懼之中，一邊流露出作者思考的文字的小說，再好不過。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q5,如題，想找像是overlord、無職這種，有龐大世界，多個國家部落，文化特色分明，歷史背景完整，沉浸感和史詩感強的小說，請問各位有沒有推薦的？希望是劍與魔法的世界，有多不同種族、魔物的那種（其實我不太確定這類型叫什麼，異世界感覺不太對，但叫奇幻又好像太廣泛了？  有很多web小說我都有看過，像是轉生成魔劍、轉生龍蛋、哥布林，他們雖然世界都足夠龐大，但是都有個web小說的通病，就是讀起來會有割裂感，,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q6,很喜歡看戰爭或戰記類型的小說，不要有魔法一發收拾或莫名其妙的神器，也別機械降神，主角可以強但不要把對手變白癡，暑假到了求書來啃，斷尾或沒完結也沒關係。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q7,想請大家推薦一些書單希望符合以下條件 1.已經完結 2.以感情為主 希望是讀的時候可以隨著角色情緒有所起伏。並且不要轉生開無雙。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q8,希望作品是 1.背景為現代 有槍砲炸藥之類的比較有代入感，對武俠/奇幻沒興趣，現代但有些微科幻/超能力要素沒關係 2.主角不是從0開始練等 漏漏長的成長過程會讓我想睡，大概是從看完鬥破蒼穹那公式化的遇強敵→隊友幫扛→遇到機運→變強反殺→前往下個城鎮→遇強敵，之後再也不想看這種了 3.主角非中二/死屁孩 不要太嚴重就好，隱殺主角偶爾也會屁孩一下但是是那種大人逗小鬼玩的感覺就不會反感,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q9,想請各位大大推薦一下這類的輕小說或小說，大陸網文也可以（我就是看了某部大陸網路輕小說才想找一些這類型的故事來看  世界觀再細一點的話 就是那種奇幻元素並不普及於所有人，只有少部份人擁有特殊能力，或是一些非人種族不會輕易在人前現身，隱藏在人類社會中那種都市奇幻類型,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q10,像是果青友少這種的 年份的話最近三到五年為主 背景是校園戀愛喜劇為主 有複數女角讓男主多選一 啊不要開場就有女朋友鎖死的 那種我覺得其他女角只是浪費時間而已,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q11,最近人比較負面， 想看一些有共鳴的小說。 有沒有那種「我一個人爛就好了別搞其他人」的主角的輕小說？以前看大老師自暴自棄滿戳中我的。 宅宅現實找不到人取暖，希望能找輕小說取。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q12,想找一些日常系小說類型，希望劇情節奏安排和對話有趣些。 其它元素能接受百合、戀愛、生活、學校類型，有談話間交流劇情。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q13,我很喜歡搞笑類，誤會系剛好能戳到我的笑點， 看了會有種「這群人的腦迴路到底怎麼長的」的感覺，（像電玩咖這種的） 當然不需要全程搞笑，後面進入主線開始嚴肅起來我還是能接受的（素晴、腦礙這種的）,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q14,想求各位大大們，有沒有推薦以百合、女生友情、男女愛情這類的日本輕小說呢?  不太想要有奇幻、科幻、后宮、異世界這元素，有點太過氾濫不太想看 只要日常、青春的就可以了，有發糖的和胃痛我都可以~,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q15,喜歡的類型 是異世界 轉生 重生 穿越 校園異能 幻想世界 劍與魔法 主角最強 多後宮 戰鬥要夠中二 都行 夠套路 要男主 一定要有戰鬥 後宮 沒後宮也沒關係但要有女主 如果主角拿的是劍我會更開心 不接受有沒男主的 例如蜘蛛又怎樣 能力值平均 怕痛的我 不接受虐主的 除了re 0 是因為動畫入坑的 除非前面虐後面很爽的這樣可以例如平職 需要裝逼讓我看的會高潮的 所以無職轉生我看不下去因為太真實太哭,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q16,如題想看校園類型小說，不知道有無推薦 純現實的不要有奇幻元素，集數不多的佳,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q17,求推薦世界觀建構完整 主角很清楚當下該做甚麼 是不太希望主角輕鬆拿到一堆外掛這種的 然後也蠻喜歡主角大意、失誤或忘記重要信息導致危機感這種狀況發生 非戰鬥類主角也可以，感覺這類主角穿越的比較多? 但是如果是一個高中生通十八般武藝心理素質又特好的就不要,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q18,我最近剛看了龍王的工作的小說 雖然不懂將棋，但覺得對局的刻劃很棒 能看到將棋解說 也會側面描寫一些職業棋士、女流棋士的差別和情況  最喜歡的部分是銀子挑戰獎勵會那邊 書裡描寫的女性棋士會被小看的部分 那種低人一等、逆境求生的感覺做得很真實(?不會形容，總之很有代入感 銀子加油，不要輸給將棋星人!  希望各位能分享一些好看的將棋小說!!,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q19,如題 最近看的書越來越多 總覺得自己也越來越挑了 希望有人能推薦一些好書 以下條件： 1. 女主是（外表）蘿莉（可愛的少御也是可以啦） 2.有戀愛的元素（後宮可以 但拜託不要無腦倒貼） 3.希望是異世界（不一定要穿越） 4.有傲嬌或無口或吃貨之類的屬性更好 拜託各位了,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q20,本人喜歡偏重人物心理描寫、人物互動和角色變化的作品，較偏執在人物塑造和刻劃上。劇情不要求設計得有多精妙，不影響觀感就好，就算是平鋪直述的也行。節奏快慢無妨，掌握恰當即可。本人對於自己的閱讀能力還算有信心，文字量稍微過多也沒差。大忌是拿膚淺粗俗爛造的刻板僵化人物作為行銷點。,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q21,最近剛看完三角距離無限為零 雖然胃在痛不過還是很喜歡三角戀這個要素 有人可以推薦一下類似的作品嗎? 當然不一定要三角戀 更多也行 只是想看這種描述男女主如何在戀愛中痛苦掙扎的小說 有糖更好 因為之後胃會更痛,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q22,就是不後宮不NTR純純的戀愛作品 虐也行 比較希望校園類 其他類型也可以介紹看看 最近看一堆異世界後宮戰鬥有點膩了...... 還有兄妹的作品 滿喜歡兄妹類型的 隨便丟一張圖,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q23,最近不知道要看什麼，想請大家推薦一些好看的作品  裝逼開掛類的 黑暗懸疑的 或是一些風格冷門的都還算喜歡 只有一個大前提，不要後宮，不要賣肉（好像變2個大前提了？ 不喜歡那種明明男主沒幹什麼但每個女角都喜歡他，非得要的話2個是極限，而且劇情希望能別注重在他們愛來愛去互刷好感度卻又不決定人選的地方，如果是冒險類作品增加同伴的時候，可以的話別清一色都女的偶而也增加點男性同伴也好（都女的最後8成都變後宮,0,1000,5059,0,0,
4:gemma4_default_parser_bm25_on_run04.json,q24,"要求有點難找 希望推薦""戰爭+戀愛""要素的輕小說,不是戰""鬥""是戰""爭"" 要完結了的,GOOD ENDING最好",0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q1,現在對於小說的要求越來越高了， 而且慢慢的發現現在除了狗糧基本上都看不進去， 連以很喜歡的異世界主題都看不進去了， 好想念從前那個什麼都可以看得很快樂的自己  說回主題，希望可以找到沒看過的狗糧系小說， 可以接受小刀，但一定要無黃毛無牛頭人， 但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡， 黨爭就...看情況吧但其實我也一般般,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q2,"不好意思,最近異世界需求大了,很想看異世界的故事不一定要轉生類但劍與魔法是必需的.. 已有蜘蛛子了,目前在找一些已經有結局的異世界小說 原本想看哥布林殺手的但是還沒完結啊.....超不想看到一半被中斷了 至少至少...像刀劍那種完了SAO篇再換ALO的方式我還可以接受 請問還有什麼戰鬥類已完結的異世界小說可以推介呢?",0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q3,可以幫忙推薦幾部跟這部風格類似的輕小說 這部吸引我的地方有幾個: 1.男女主角純愛堅定不移 2.各種甜蜜的打情罵俏劇情 3.異世界轉生戰鬥、魔法 4.中間雖然各種虐，但最後還是排除萬難再一起,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q4,由於自己的胃口比較獨特的原因，喜歡男主被拋置於各種不利的情節或者感情中，也是因為這樣，喜歡看那些讓人看完后心緒難以平靜的小說，就我看過的來說，無職，re0，妹妹人生，異世界迷宮最深等，在某種程度上來說都有慘烈的一部分（感情上或者情節上都是），也沒有一定要轉生異世界，現實日常要是能描繪出這些來也很好了。 尤其那種男主能不斷被放置在痛苦或者恐懼之中，一邊流露出作者思考的文字的小說，再好不過。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q5,如題，想找像是overlord、無職這種，有龐大世界，多個國家部落，文化特色分明，歷史背景完整，沉浸感和史詩感強的小說，請問各位有沒有推薦的？希望是劍與魔法的世界，有多不同種族、魔物的那種（其實我不太確定這類型叫什麼，異世界感覺不太對，但叫奇幻又好像太廣泛了？  有很多web小說我都有看過，像是轉生成魔劍、轉生龍蛋、哥布林，他們雖然世界都足夠龐大，但是都有個web小說的通病，就是讀起來會有割裂感，,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q6,很喜歡看戰爭或戰記類型的小說，不要有魔法一發收拾或莫名其妙的神器，也別機械降神，主角可以強但不要把對手變白癡，暑假到了求書來啃，斷尾或沒完結也沒關係。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q7,想請大家推薦一些書單希望符合以下條件 1.已經完結 2.以感情為主 希望是讀的時候可以隨著角色情緒有所起伏。並且不要轉生開無雙。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q8,希望作品是 1.背景為現代 有槍砲炸藥之類的比較有代入感，對武俠/奇幻沒興趣，現代但有些微科幻/超能力要素沒關係 2.主角不是從0開始練等 漏漏長的成長過程會讓我想睡，大概是從看完鬥破蒼穹那公式化的遇強敵→隊友幫扛→遇到機運→變強反殺→前往下個城鎮→遇強敵，之後再也不想看這種了 3.主角非中二/死屁孩 不要太嚴重就好，隱殺主角偶爾也會屁孩一下但是是那種大人逗小鬼玩的感覺就不會反感,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q9,想請各位大大推薦一下這類的輕小說或小說，大陸網文也可以（我就是看了某部大陸網路輕小說才想找一些這類型的故事來看  世界觀再細一點的話 就是那種奇幻元素並不普及於所有人，只有少部份人擁有特殊能力，或是一些非人種族不會輕易在人前現身，隱藏在人類社會中那種都市奇幻類型,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q10,像是果青友少這種的 年份的話最近三到五年為主 背景是校園戀愛喜劇為主 有複數女角讓男主多選一 啊不要開場就有女朋友鎖死的 那種我覺得其他女角只是浪費時間而已,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q11,最近人比較負面， 想看一些有共鳴的小說。 有沒有那種「我一個人爛就好了別搞其他人」的主角的輕小說？以前看大老師自暴自棄滿戳中我的。 宅宅現實找不到人取暖，希望能找輕小說取。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q12,想找一些日常系小說類型，希望劇情節奏安排和對話有趣些。 其它元素能接受百合、戀愛、生活、學校類型，有談話間交流劇情。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q13,我很喜歡搞笑類，誤會系剛好能戳到我的笑點， 看了會有種「這群人的腦迴路到底怎麼長的」的感覺，（像電玩咖這種的） 當然不需要全程搞笑，後面進入主線開始嚴肅起來我還是能接受的（素晴、腦礙這種的）,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q14,想求各位大大們，有沒有推薦以百合、女生友情、男女愛情這類的日本輕小說呢?  不太想要有奇幻、科幻、后宮、異世界這元素，有點太過氾濫不太想看 只要日常、青春的就可以了，有發糖的和胃痛我都可以~,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q15,喜歡的類型 是異世界 轉生 重生 穿越 校園異能 幻想世界 劍與魔法 主角最強 多後宮 戰鬥要夠中二 都行 夠套路 要男主 一定要有戰鬥 後宮 沒後宮也沒關係但要有女主 如果主角拿的是劍我會更開心 不接受有沒男主的 例如蜘蛛又怎樣 能力值平均 怕痛的我 不接受虐主的 除了re 0 是因為動畫入坑的 除非前面虐後面很爽的這樣可以例如平職 需要裝逼讓我看的會高潮的 所以無職轉生我看不下去因為太真實太哭,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q16,如題想看校園類型小說，不知道有無推薦 純現實的不要有奇幻元素，集數不多的佳,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q17,求推薦世界觀建構完整 主角很清楚當下該做甚麼 是不太希望主角輕鬆拿到一堆外掛這種的 然後也蠻喜歡主角大意、失誤或忘記重要信息導致危機感這種狀況發生 非戰鬥類主角也可以，感覺這類主角穿越的比較多? 但是如果是一個高中生通十八般武藝心理素質又特好的就不要,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q18,我最近剛看了龍王的工作的小說 雖然不懂將棋，但覺得對局的刻劃很棒 能看到將棋解說 也會側面描寫一些職業棋士、女流棋士的差別和情況  最喜歡的部分是銀子挑戰獎勵會那邊 書裡描寫的女性棋士會被小看的部分 那種低人一等、逆境求生的感覺做得很真實(?不會形容，總之很有代入感 銀子加油，不要輸給將棋星人!  希望各位能分享一些好看的將棋小說!!,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q19,如題 最近看的書越來越多 總覺得自己也越來越挑了 希望有人能推薦一些好書 以下條件： 1. 女主是（外表）蘿莉（可愛的少御也是可以啦） 2.有戀愛的元素（後宮可以 但拜託不要無腦倒貼） 3.希望是異世界（不一定要穿越） 4.有傲嬌或無口或吃貨之類的屬性更好 拜託各位了,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q20,本人喜歡偏重人物心理描寫、人物互動和角色變化的作品，較偏執在人物塑造和刻劃上。劇情不要求設計得有多精妙，不影響觀感就好，就算是平鋪直述的也行。節奏快慢無妨，掌握恰當即可。本人對於自己的閱讀能力還算有信心，文字量稍微過多也沒差。大忌是拿膚淺粗俗爛造的刻板僵化人物作為行銷點。,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q21,最近剛看完三角距離無限為零 雖然胃在痛不過還是很喜歡三角戀這個要素 有人可以推薦一下類似的作品嗎? 當然不一定要三角戀 更多也行 只是想看這種描述男女主如何在戀愛中痛苦掙扎的小說 有糖更好 因為之後胃會更痛,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q22,就是不後宮不NTR純純的戀愛作品 虐也行 比較希望校園類 其他類型也可以介紹看看 最近看一堆異世界後宮戰鬥有點膩了...... 還有兄妹的作品 滿喜歡兄妹類型的 隨便丟一張圖,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q23,最近不知道要看什麼，想請大家推薦一些好看的作品  裝逼開掛類的 黑暗懸疑的 或是一些風格冷門的都還算喜歡 只有一個大前提，不要後宮，不要賣肉（好像變2個大前提了？ 不喜歡那種明明男主沒幹什麼但每個女角都喜歡他，非得要的話2個是極限，而且劇情希望能別注重在他們愛來愛去互刷好感度卻又不決定人選的地方，如果是冒險類作品增加同伴的時候，可以的話別清一色都女的偶而也增加點男性同伴也好（都女的最後8成都變後宮,0,1000,5059,0,0,
5:gemma4_default_parser_bm25_on_run05.json,q24,"要求有點難找 希望推薦""戰爭+戀愛""要素的輕小說,不是戰""鬥""是戰""爭"" 要完結了的,GOOD ENDING最好",0,1000,5059,0,0,
